indicator_id,indicator_label,fiscal_year,reiwa_year,question_no,denominator,option,score,count,percent,source_pdf_url
regional_pride,住んでいる地域に愛着や誇りを感じるか（1-5点）,2023,5,問9(3),1547,5点,5,227,14.7,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R5_kekka.pdf
regional_pride,住んでいる地域に愛着や誇りを感じるか（1-5点）,2024,6,問9,1678,1点,1,81,4.8,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
regional_pride,住んでいる地域に愛着や誇りを感じるか（1-5点）,2024,6,問9,1678,2点,2,192,11.4,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
regional_pride,住んでいる地域に愛着や誇りを感じるか（1-5点）,2024,6,問9,1678,3点,3,617,36.8,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
regional_pride,住んでいる地域に愛着や誇りを感じるか（1-5点）,2024,6,問9,1678,4点,4,571,34.0,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
regional_pride,住んでいる地域に愛着や誇りを感じるか（1-5点）,2024,6,問9,1678,5点,5,217,12.9,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
regional_pride,住んでいる地域に愛着や誇りを感じるか（1-5点）,2025,7,問10,1550,1点,1,71,4.6,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
regional_pride,住んでいる地域に愛着や誇りを感じるか（1-5点）,2025,7,問10,1550,2点,2,198,12.8,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
regional_pride,住んでいる地域に愛着や誇りを感じるか（1-5点）,2025,7,問10,1550,3点,3,619,39.9,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
regional_pride,住んでいる地域に愛着や誇りを感じるか（1-5点）,2025,7,問10,1550,4点,4,482,31.1,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
regional_pride,住んでいる地域に愛着や誇りを感じるか（1-5点）,2025,7,問10,1550,5点,5,180,11.6,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
work_wellbeing_joy,仕事のWell-being: 日々の仕事に喜びや楽しみを感じるか,2024,6,問13(1),1270,はい,,755,59.4,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
work_wellbeing_joy,仕事のWell-being: 日々の仕事に喜びや楽しみを感じるか,2024,6,問13(1),1270,いいえ,,259,20.4,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
work_wellbeing_joy,仕事のWell-being: 日々の仕事に喜びや楽しみを感じるか,2024,6,問13(1),1270,わからない,,256,20.2,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
work_wellbeing_joy,仕事のWell-being: 日々の仕事に喜びや楽しみを感じるか,2025,7,問13(1),1142,はい,,679,59.5,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
work_wellbeing_joy,仕事のWell-being: 日々の仕事に喜びや楽しみを感じるか,2025,7,問13(1),1142,いいえ,,242,21.2,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
work_wellbeing_joy,仕事のWell-being: 日々の仕事に喜びや楽しみを感じるか,2025,7,問13(1),1142,わからない,,221,19.4,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
work_wellbeing_contribution,仕事のWell-being: 自分の仕事が人々の生活をより良くすることにつながっていると思うか,2024,6,問13(2),1266,はい,,898,70.9,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
work_wellbeing_contribution,仕事のWell-being: 自分の仕事が人々の生活をより良くすることにつながっていると思うか,2024,6,問13(2),1266,いいえ,,111,8.8,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
work_wellbeing_contribution,仕事のWell-being: 自分の仕事が人々の生活をより良くすることにつながっていると思うか,2024,6,問13(2),1266,わからない,,257,20.3,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
work_wellbeing_contribution,仕事のWell-being: 自分の仕事が人々の生活をより良くすることにつながっていると思うか,2025,7,問13(2),1162,はい,,830,71.4,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
work_wellbeing_contribution,仕事のWell-being: 自分の仕事が人々の生活をより良くすることにつながっていると思うか,2025,7,問13(2),1162,いいえ,,112,9.6,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
work_wellbeing_contribution,仕事のWell-being: 自分の仕事が人々の生活をより良くすることにつながっていると思うか,2025,7,問13(2),1162,わからない,,220,18.9,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
work_wellbeing_choice,仕事のWell-being: 自分の仕事や働き方を多くの選択肢から選べる状態か,2024,6,問13(3),1267,はい,,504,39.8,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
work_wellbeing_choice,仕事のWell-being: 自分の仕事や働き方を多くの選択肢から選べる状態か,2024,6,問13(3),1267,いいえ,,551,43.5,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
work_wellbeing_choice,仕事のWell-being: 自分の仕事や働き方を多くの選択肢から選べる状態か,2024,6,問13(3),1267,わからない,,212,16.7,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R6_kekka.pdf
work_wellbeing_choice,仕事のWell-being: 自分の仕事や働き方を多くの選択肢から選べる状態か,2025,7,問13(3),1155,はい,,473,41.0,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
work_wellbeing_choice,仕事のWell-being: 自分の仕事や働き方を多くの選択肢から選べる状態か,2025,7,問13(3),1155,いいえ,,492,42.6,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
work_wellbeing_choice,仕事のWell-being: 自分の仕事や働き方を多くの選択肢から選べる状態か,2025,7,問13(3),1155,わからない,,190,16.5,https://www.pref.fukui.lg.jp/doc/seiki/vision2019/pre_questionnaire_d/fil/R7_kekka.pdf
